,Title,Url,Content
24,Nsoro to handle APR v Rayon derby,https://www.newtimes.co.rw/article/4730/news/rwanda/pm-ngirente-consoles-victims-of-rusororo-tragic-accident,"A Syrian mother gave birth to baby girl under the rubble of their home during recent deadly earthquake that has since claimed over 21,000 people. The mother was found dead but still attached to her baby. The baby name has since been named Aya, Arabic for “a sign from God”. With her parents and all her siblings killed, her great-uncle, Salah al-Badran, will take her in once she is released from the hospital. ALSO READ: Turkey earthquake: Some Rwandans stranded but safe - Embassy However, his own house in the north-west Syrian town of Jenderis was destroyed, too. He and his family managed to escape the one-storey building, but now he and his household of 11 people are living in a tent, he told the media. “After the earthquake, there’s no one able to live in his house or building. Only 10 per cent of the buildings here are safe to live in and the rest are unliveable,” he said, communicating via voice messages. ALSO READ: Kagame joins world leaders in mourning Turkey, Syria earthquake victims The baby girl’s mother had delivered the new born under the rubble of a collapsed building, but had died shortly after. The newborn was still connected to her mother’s umbilical cord when she was discovered by rescuers in the small town of Jinderis, next to the Turkish border, Ramadan Sleiman. The baby is one of the only surviving members of her family. Meanwhile, as videos of the baby’s rescue went viral, several users offered to adopt the child Aya is one of untold numbers of orphans left by Monday’s 7.8-magnitude quake, which killed more than 21,000 people in northern Syria and south-eastern Turkey. The pre-dawn quake brought apartment buildings in their thousands down as residents were roused from sleep. In Turkey, over 80 hours after the quake hit, 16-year-old Melda Adtas was pulled out alive, leaving her overjoyed father in tears and the grieving nation cheering a rare piece of good news after Monday’s 7.8-magnitude tremor. “My dear, my dear!” the father called out as rescuers pulled the teen out of the rubble of a house in Antakya, a city in one of the most affected provinces, Hatay. It took rescue workers five hours to save her life after neighbours who had heard sounds from the splintered walls raised the alarm. When rescuers discovered Melda, she was stuck under a wall that had collapsed."
25,PHOTOS: Rusororo maize drier accident victims laid to rest,https://www.newtimes.co.rw/article/4785/news/rwanda/photos-rusororo-maize-drier-accident-victims-laid-to-rest,"Since 2018, the Rwanda Investigation Bureau (RIB) has sacked 88 of its personnel over corruption and other professional malpractices. Some of them, especially those who took bribes, have been prosecuted in courts of law. All this was disclosed on Tuesday, February 7, during an annual general assembly of RIB personnel. ALSO READ: Six things you should know about new anti-corruption committee in judiciary “Over the last five years since when RIB was established, about 80 staff members have been sacked over taking bribes,” Jeannot Ruhunga, RIB Secretary General, told journalists on Tuesday. “When corrupt workers are sacked, it should serve as a warning to the other staff members that our policy is zero tolerance when it comes to corruption.” ALSO READ: Most corrupt Rwandan institutions named Ruhunga added that staff members caught taking bribes or involved in corruption will be prosecuted and tried in courts of law, adding that tighter disciplinary measures are already in place. “Even if not found guilty by court, we will sack the corrupt worker if circumstantial evidence proves that he or she took the bribe,” he said. ALSO READ: Over 200 Police officers fired Disciplinary sanctions include suspension of pay for the workers involved in other professional misconduct, apart from corruption. Emmanuel Ugirasebuja, the Minister of Justice, who attended the general assembly, said that RIB should be a corruption-free institution. “Measures need to be taken to ensure that corruption is prevented. There also have to be strong and robust measures for an institution like RIB to get rid of the bad apples,” Ugirashebuja said. “If there is corruption in this institution, the entire justice system is affected because justice delivery starts with investigations, before it gets to the courts.” In 2022, Rwanda was ranked the fourth least corrupt country in Africa, by Transparency International."
26,Five unanswered questions as RURA re-introduces taxi moto meters,https://www.newtimes.co.rw/article/4512/news/business/patience-mutesi-named-bpr-bank-rwanda-boss,"Patience Mutesi will be the new Managing Director of BPR Bank Rwanda, a subsidiary of KCB Group, effective February 1, 2023. Mutesi replaces George Odhiambo, who was assigned new duties in KCB Group. She joins the bank after serving as Country Director for TradeMark East Africa since July 2016 where she oversaw a strategic trade facilitation program which contributed significantly towards increasing Rwanda&#039;s trade, investments and job creation. READ ALSO: 2023: Influential figures share aspirations and expectations She previously served as Head of Corporate Banking in Ecobank Rwanda and also served as board member on the boards of BPR Rwanda, MTN Rwandacell, Rwanda Cooperation and Advisory council of One Acre Fund in Rwanda. READ ALSO: Ecobank&#039;s Patience Mutesi tips girls on success According to a BPR Bank statement, she brings a diversified background in private sector development and the financial sector including corporate governance, credit management, strategy and product development, as well as credible expertise in risk management. George Rubagumya, Chairman of BPR Bank Rwanda Board, said: “We are delighted to have Mutesi on board, and particularly pleased with the experience she will bring with her invaluable background in finance and trade development.” On behalf of staff and Management, Rubagumya, also thanked Odhiambo, for his undivided commitment during his time as Managing Director, adding that the bank is in a strong financial position to foster its desired momentum in the coming years. “I wish him all the best in his future endeavors.” Mutesi’s new employer, BPR Bank Rwanda, is the largest bank in the country by branch network with 154 branches, playing a critical role in supporting a budding economy to drive financial inclusion in the country, focusing on inclusive growth, equality, financial opportunities, money management, investment initiatives, and poverty reduction. Mutesi said: “I am honoured to be given the opportunity to lead this bank and thank the BPR Bank Rwanda Board of Directors and KCB Group for their vote of confidence. As I embark on this journey, priority will be on enhancement of our customers&#039; experience in dealing with the Bank. “I am confident that through the latest digital developments, our customers will transition into best-in-class financial services. By increasing provision of capital to businesses for quality investment, we will also continue to support Rwanda&#039;s ambition to foster a private sector driven economy.” Mutesi was born in Kenya – to Rwandan refugee parents – but later moved to Uganda and lived there until she completed her Bachelor’s degree in 2004. In a past interview, she told The New Times that she decided to come back to Rwanda because she felt that she would make a contribution since the country was taking great strides in the right direction. For more than a decade now, she has dedicated her time, energy and ideas in Rwanda’s banking sector, towards the growth of global, regional as well as local businesses."
27,Patience Mutesi named BPR Bank Rwanda boss,https://www.newtimes.co.rw/article/4910/sports/football/nsoro-to-handle-apr-v-rayon-derby,"As preparations for re-introducing taxi moto metres are in gear, there are persistent concerns from both passengers and riders. Rwanda Utilities Regulatory Authority (RURA) seeks to address these concerns in a statement they will release soon. ALSO READ: Motorcycle smart metres to be re-introduced The initiative has been suspended on different occasions over several issues, like faulty metres for example. Below are five concerns: ALSO READ: Will mandatory use of smart meters finally picks up? 1. Fee issue Passengers and motorcyclists have raised the issue of being overcharged and riders say that with the continuous increase in fuel price, the metre fee has never been revised. On the other hand, passengers also claim that the expense for some trips is too high. Previously, the fare price for the first two kilometres was Rwf400 and Rwf117 per kilometre for the rest of the journey. Beyond 40 kilometres, the tariff rose to Rwf205. 2. Network issues Another concern is poor connection; as RURA plans the re-introduction of mandatory smart metres use, some are still facing network issues. Riders say that poor internet connection sometimes leads to errors in the amount of money passengers have to pay, yet after that, it becomes hard to link the fee and distance already travelled. 3. The commission fees There is a fee of 10 per cent of their daily income. RURA announced a reduction a few years back, but the new fee is still unknown. It is still an issue for riders to pay that amount on a daily income as they have to pay for the gadgets. 4. Lack of awareness Another issue that hinders the use of smart metres is user mentality where some choose not to use them because they don’t know enough about them. As they are being reintroduced, people are wondering how and what has been changed this time around—if there has been a campaign to give insights into why people should use them. 5. Riders refuse to use metres With guidelines yet to be revealed, passengers are wondering how riders who stubbornly refuse to use the metres will be held accountable—many still don’t see the need to use them. According to RURA data, in the City of Kigali, 23,000 motorcyclists have smart metres and the installation process is still ongoing."
28,"FEATURED: Engen, Vivo Energy merge to create PanAfrican energy body",https://www.newtimes.co.rw/article/4911/entertainment/showbiz/events-to-usher-you-into-valentines-celebrations,"Rwanda National Police (RNP) on Sunday, February 5 paraded Usto Hafashimana alias Yussuf who is alleged to have committed several brutal murders in different parts of Kigali. The alleged serial killer was arrested on February 3, with three handsets belonging to three victims killed including Leonce Nshimiyimana, Vedaste Gafaranga and Gideon Nyakabanda. Police officials said the accused had confessed to murdering four guards in the last two months, while the other two that he had attempted to kill survived with severe injuries. Hafashimana who is currently held at Kigali metropolitan police told the media during his parading that he used machetes to hack his victims. “I killed four people and the other two survived,” the 34-year old Hafashimana said. He added: “There was no other interest, I only targeted sleeping security guards.” He claims to have committed his first murder three months ago. “For theft. I had a couple of companions, but I always committed murder alone,” he said. Hafashimana’s arrest follows reports on four murder cases and two far-reaching injuries in different areas of the capital. Two of the victims were killed in a gruesome manner. Hafashimana beheaded them and disposed the heads far away from the body, leaving residents shocked and gripped in fear. Vedaste Hagenimana, who is left half blind after the assailant attempted to behead him, pleaded for support, citing that his body still bears pain from the incident. “He found us sleeping, and hacked us with a machete. We suddenly cried out for help from the neighbours,” said Hagenimana. Hagenimana survived alongside Filimini Nzabagerageza, whose arm was cut off by Hafashimana. The survivors were rushed to Kanombe Military Hospital, and according to Police, are gradually recovering. Hafashimana said that the last person he killed was Leonce Nshimiyimana who had just released from Nyarugenge prison. The latter was beheaded while they were sleeping in a bush waiting to carry out housebreaking in Rusororo sector. Hafashimana said that after beheading Nshimiyimana he took his head and dumped it in a swamp connecting Rusororo and Masaka sectors. He added that he also dumped the head of one street boy identified as Matayo, in Rwampala in a water channel that flows to Nyabarongo river. Hafashimana has taken investigators to all the crime scenes where killed or dumped his victims’ heads. Addressing the media, Police spokesperson CP John Bosco Kabera said: “Police was able to arrest him following intensive investigations. The suspect has since confessed and his confessions correlate with the reported murder and serious assault cases.” He added: “Going forward, the suspect will be handed over to authorities in charge of further and thorough investigation to be able to handle this case.” Police is to hand Hafashimana to Rwanda Investigation Bureau for further investigation and case processing. Hafashimana hails from Ngororero district. He first came to Kigali in 2012 searching for a job and immediately embarked on robberies. He was mainly involved in housebreaking robberies."
29,Rising riots in Goma hinder cross-border trade,https://www.newtimes.co.rw/article/4900/news/technology/starlink-internet-is-fast-and-affordable-ict-minister-says,"In a big way, the May 5, 2014 headline “Agathe Uwiringiyimana: A heroine unfortunate to have lived in evil era,” says it all. Uwiringiyimana, the first female Prime Minister in Rwanda’s history, is one of Rwanda&#039;s leading lights who exemplified heroism in her self-sacrificing fight against the regime that perpetrated the 1994 genocide against the Tutsi. She served as Prime Minister from July 17, 1993, to the time of her untimely death, in April 1994. Uwiringiyimana married Ignace Barahira in 1976. The couple was blessed with five children, four boys and a girl. Before becoming Prime Minister, she served as Minister of Education. She strongly advocated for equal rights among students, and for the rights of women in addition to spearheading the fight against divisionism. Her last born, a boy, was merely three years old when the parents were tortured and assassinated by members of the genocidal regime’s presidential guard. Fortunately, the children survived. Marie-Christine Lussi Umuhoza, who was 15 when her parents were assassinated, lives in Switzerland. She is scheduled to speak, along with other Rwandans in the diaspora, at a round table event themed: “L&#039;héroïsme des Rwandais, notre dignité [Rwandans’ heroism, our dignity]” in Geneva, on February 4. A day before Heroes Day, Umuhoza told The New Times that: “I am proud that Rwandans recognize her [Uwiringiyimana] commitment and determination to the detriment of her life for equal opportunities in education, women&#039;s rights and unity.” How has her late mother inspired her? “I try to educate my children with respect for life and others. To have my own [good] judgment without following the ideas of others.” Umuhoza stressed that Uwiringiyimana “is my mother before becoming prime minister and national hero!” It is hard to appreciate her mother’s sacrifice, she acknowledged. “It’s hard to appreciate her personal sacrifice! I was 15 [years old] in 1994. She had already received several death threats. As a child, I did not want to lose my mother.” On the night of April 6 to 7, 1994, following the downing of a Falcon 50 plane carrying President Juvenal Habyarimana, the Interahamwe and soldiers of the presidential guard began to set up roadblocks in many parts of Kigali, and killing the Tutsi. The massacres coordinated by the state machinery quickly spread all over the country. In an effort to eliminate politicians who did not support Habyarimana&#039;s government and the Genocide plot, on April 7, Uwiringiyimana, and several others, were assassinated. Uwiringiyimana knew her life was in danger British journalist Linda Melvern’s book, A People Betrayed: The Role of the West in Rwanda’s Genocide, published in 2000, gives what the author said is “a fuller account of the murder.” Melvern’s book also tells more about a courageous, patriotic and self-sacrificing Uwiringiyimana. A section of the book reads: “In March 1994 Agathe Uwiringiyimana had made one last and desperate appeal for her country. She was thirty-eight years-old, a former chemistry teacher, the prime minister of a government that in accordance with the Arusha peace agreement was planned to last thirty-seven days. In a wide-ranging interview with a Belgian journalist Prime Minister Uwiringiyimana had addressed her desperate remarks to the UN Security Council. Even as early as March the Council was actively discussing the closure of [the] UN mission for Rwanda. “In her interview Uwiringiyimana explained the reality. There were extremists actively manipulating ethnic differences to sow confusion and division. “If we are abandoned the Rwandan people will be left to their fate ...What will happen? ... This is not the moment for pulling out,” she pleaded. ‘Extremists will always be wrong, whatever their ethnic origins.’ “Uwiringiyimana knew her life was in danger. She had openly blamed the president for the continual delays in the peace process and for having engineered the divisions destroying the opposition parties. She had questioned why weapons were being issued to civilians. “Her entire political career had seen constant threats, and she had been continually at risk. When in 1992 as minister of education she had tried to put an end to the quota system for Tutsi in schools she had been attacked in her home by armed men and some days later three thousand women had demonstrated in Kigali in her support. Increasingly portrayed as an ‘accomplice to the Tutsi enemy’ “The announcers on RTLM called for her assassination on 26 November 1993, and she was increasingly portrayed as an ‘accomplice to the Tutsi enemy’. A few months later, in March 1994 she was characterized in Hutu Power propaganda in animalistic terms, for example as a rat eating money.” The extremist newspaper, Kangura, published a caricature in which Uwiringiyimana, and the Minister of Finance, Marc Rugenera, appeared in the guise of rats. They were persecuted because they were members of the MDR and the PSD, respectively, parties not aligned with the Hutu Power party of extremists who planned the genocide. ALSO READ: How hate media fueled Genocide against Tutsi In the same picture also appeared a man armed with a cudgel, commonly called Nta mpongano y’umwanzi, literally No mercy on the enemy, and ready to use it to beat these two people. The cudgel was one of the weapons which the killers used to cruelly kill their victims during the genocide. “Scheduled for assassination on April 7, and while her killers closed in, Prime Minister Uwiringiyimana took flight at 8.20 am with her husband and her five children, the youngest three years old and the children still in their pyjamas. That night she had spoken with Tito Rutaremara when she told him she thought she would be killed,” the account in Melvern’s book noted. “She was murdered later that morning,” Melvern wrote. She stood for the truth, no matter what Dafroza Gauthier, Uwiringiyimana’s former classmate at Lycée Notre Dame de Citeaux, secondary school in Kigali, recalls how Uwiringiyimana was a very smart girl. “She especially did very well in mathematics. We were young [but] I never saw any politician in her, then. I think it was, perhaps, just inside her because even when we were on the bus going home to Butare, I never heard her talk about politics. I think her bravery showed when, later, she started seeing how the country was changing in line with the policies of Habyarimana and his followers,” Dafroza said. “I think she never wanted to see her country continuously going to waste. She became so brave and stood her ground against bad leaders who were opposed to the Arusha Accords. She stood for the truth, no matter what.” In a different way, Dafroza too, as well as her partner, Alain Gauthier, continues to push through with their risky pursuit of tracking down Genocide suspects. The couple has dedicated a lot of time and resources to pursuing Genocide suspects sunbathing in French cities without a bother to the horrors their crimes in 1994 caused Rwandans."
30,EU gives €22 million support to Libyan refugees in Rwanda,https://www.newtimes.co.rw/article/4795/news/technology/elon-musks-starlink-to-launch-high-speed-internet-in-rwanda,"Alexis Ngabo Karegeya, the entrepreneur commonly known as Ngabo, or Ibere Rya Bigogwe – on social media, has big plans for his company after he recently inked a deal with the government giving him land to upgrade his unique tourism project in Nyabihu District, Western Province. In an exclusive interview with The New Time, on Thursday, February 9, Ngabo disclosed that he “has bigger plans to make Bigogwe an attractive tourism destination” with various activities. This comes after a cabinet meeting chaired by President Paul Kagame, on January 30, allocated state land in its private domain for investment to his company, Ibere rya Bigogwe Tourism Co. ALSO READ: Govt allocates land to Ibere rya Bigogwe tourism company “Now that the government has availed the land, what’s next is to properly develop the zone so that visitors will get an opportunity to experience Rwandan culture through our cows as well as a kind of modern but unique dairy farming that is different from what you see in other farms,” Ngabo said. “This is like a starting point where we implement all the plans we had such as better equipping our camping site without necessarily tampering with the natural environment of the area but help visitors to spend a night comfortably in a place with many cows.” Providing milk for children Ngabo said that going forward, they will support the district in providing milk for children as part of their effort in fighting malnutrition as well as participating in protecting the environment through a project dubbed “one tourist one tree” where visitors will plant trees. READ ALSO: ‘Ibere rya Bigogwe’: How influencer uses cultural tourism to promote birthplace Among others, he intends to start “a Bigogwe milk bar where people will be served milk in our traditional milk guards (ibyansi) and they learn different skills such as how to milk cows,” as well as learn many other Rwandan cultural customs about cows. In Rwandan culture, the cow is a sign of several things including partnership, collaboration and togetherness. Cows are a sign of riches and friendship when given as gifts. They are used as dowry and referenced in traditional dances, among other things. Ngabo said he plans to bring Inyambo cows to Bigogwe, for the very first time. ALSO READ: Know your history: Inyambo, the lovely gentle cows Inyambo, as they are called in Rwanda, are a special indigenous breed of cows with long horns. Ngabo wants to “transform Bigogwe into one of the top five Rwandan tour destinations” exclusively famous for a special type of tourism that is hinged on the country’s cow culture, among others. Ibere rya Bigogwe became famous a few years ago when Karegeya took to social media publicising the project and the brand ‘Visit Bigogwe’. His publicity stunt quickly attracted many visitors including foreigners who flocked to the green hilly Bigogwe region of rural Rwanda to get a first-hand experience with the area’s cattle culture as well as enjoying hiking, milking and playing traditional games."
31,Survivors of Rusororo tragic accident narrate horrific ordeal,https://www.newtimes.co.rw/article/4831/news/rwanda/over-80-rib-investigators-sacked-over-corruption,"People who died when a maize drying shelter in Gasabo District collapsed on February 3, were laid to rest on Sunday February 5 at Rusororo Cemetery. Telesphore Gashugi, president of Abaharanira Ubukire Gasagara farmers’ cooperative said that 10 people died contrary to previous reports that indicated that the victims were 11, while 45 others got injured as a result of the gruesome incident. He attributed the collapse of the shelter to the heavy weight of the maize on its wooden structure, as well as wind that shook it. READ ALSO: Survivors of Rusororo tragic accident narrate horrific ordeal Gashugi said that Government committed to covering the costs related to the burial for the victims. On February 3, Prime Minister Edouard Ngirente issued a communique, condoling with the grief-stricken families whose members lost lives in the tragic accident, and stated that the government will provide appropriate support to the bereaved families and the injured. List of victims Emmanuel Ndababonye He was a 41-year-old man. He is survived by a three-member family, consisting of a wife and two children. Theoneste Ibyiyisi This youthful man is survived by a wife and one child. He was 29 years-old. Alphonsine Tuyisenge Tuyisenge’s case was somehow different, a more gruesome one. This 33-year old mother died along with her one and a half baby, Eric Mugisha, when the maize shelter caved in. She leaves four children and a husband. Eric Mugisha Mugisha was a one and half months baby at the time of his passing. He was with his mother, Alphonsine Tuyisenge, at the time of the accident and both died instantly. Venantia Murerwa She was 60 years old. She is survived by a husband and five children. Akingeneye This lady was 33 years old. She left a family of five children. Venantia Mukamfizi This senior citizen was 65 years old. She is survived by a family of 10 children; including her own eight children, and two are grandchildren she was taking care of. Elias Twagiramungu Born in 1972, the 52-year old is survived by a family of nine people — a wife and eight children. Gakuru Emmanuel At 41 years of age, Gakuru passed on, and left a wife and two children. Donatien Vuguziga This 13-year-old child was an orphan. Their family comprised two orphans. Only one is alive. Meanwhile, 36 people out of the 45 who sustained injuries when the incident occurred, had been discharged as of February 4 after receiving treatment, according to Damascene Hanyurwimfura, the Director General of Masaka Hospital."
32,Alleged serial killer arrested in Gasabo,https://www.newtimes.co.rw/article/4707/news/rwanda/heroism-is-about-making-good-choices---governor-habitegeko,"On some fields belonging to Abaharanira Ubukire Gasagara farmers’ cooperative, in Rusororo Sector, in Gasabo District, maize stems stand tall after the cobs were harvested and taken to a nearby maize drying shelter, which collapsed, instantly killing 11 people, on Friday, February 3. More than 30 others were critically injured, according to Rwanda National Police (RNP.). The injured were attended to by emergency health personnel and evacuated to medical facilities, according to the Office of the Prime Minister. When The New Times arrived at the scene, on Friday evening, much of Gasagara Cell was a scene of despair. Big heaps of harvested maize were abandoned on the ground and not stored in open-to-air structures. There was no much joy over the good harvest anymore. READ ALSO: PM Ngirente consoles victims of Rusororo tragic accident Prime Minister Edouard Ngirente on Friday, January 3, condoled with the grief-stricken families whose members passed on in the tragic accident. “The government will provide appropriate support to the bereaved families and the injured,” a statement by the Office of the Prime Minister read in part. Measures to ensure the safety of built structures will be reinforced to avoid similar incidents in the future, it added. According to Telesphore Gashugi, the president of Abaharanira Ubukire Gasagara farmers’ cooperative, it counted 76 members who farm on 12.5 hectares. Gashugi told The New Times that this year, the cooperative had registered a record-high harvest. But the farmers, instead of rejoicing for the good hervest, are now in shock. The loss of lives, and the pain inflicted on the many others who survived but are critically injured as a result of the fatal collapse of the maize shelter, hit them hard. The collapsing of the drying facility, Gashugi said, was attributable to the fact that it was overloaded with maize, which was aggravated by wind that shook it. “It collapsed, and we screamed and shouted, saying that we are perishing,” he said. His wife who was inside the shelter is one of those injured in the accident – as her legs were trapped when the structure collapsed. Gashugi was not hit as he was near the door, and easily escaped when the commotion started. He said that they called for help, and were able to remove the debris to rescue some people who were stuck. Unfortunately, he said 10 people died on the spot, while about 45 others got injured. Justin Munezerwa, another member of the cooperative, was among those who were inside the shelter, hanging maize. According to Munezerwa, about 300 people were at the facility. Every cooperative member had brought about four casual labourers to help them handle their large maize hervest, he said. The most affected people are those who were sitting inside while preparing the maize before they got displayed on the wooden structures, as well as those who were hanging the maize, because it was difficult for them to make their way out. “I was also hanging the maize to dry. But, when the shelter collapsed, I immediately ran and managed to escape mainly because I was near the exit,” he said. Meanwhile, Gashugi said the Government committed to supporting the bereaved families to cover costs related to the funeral services or burial of the deceased. Though not so sure, he said that it was expected that the victims could be laid to rest on Saturday or Sunday. Gashugi said they previously were used to harvesting between 48 and 50 tonnes of maize per season. But, this year, we would get 80 tonnes per season,” he said, attributing their good yield to increased fertiliser use, and quality seeds. Their maize drying shelter, he said, was built in 2019 at a cost of over Rwf5.8 million. He explained that it was made of intertwined wooden structure covered with iron sheets. It also had a pavement made of concrete, and a retaining wall. It was set up on a relatively sloping surface. Gashugi said that people who were most affected by its fall are those who were in the area towards the base of the slope as that is where most of the structure caved in."
33,RIB names 10 companies involved in white-collar crimes,https://www.newtimes.co.rw/article/4566/news/women/leading-women-in-rwandas-banking-sector,"Over 10,000 Anglican global leaders who were irked by the Church of England’s recent support for the LGBTQ, are set to meet in Rwanda in April to forge a way forward about their ties with their English counterparts. An assembly held by the Church of England this week made several unprecedented moves in support of the LGBTQ, where for instance, the clerics voted to offer blessings to same-sex couples. The Church of England also said it is considering whether to stop referring to God as “he”, after priests asked to be allowed to use gender-neutral terms instead. A new commission on the way forward on the matter is set to be launched in a few months. In response to such moves, Revered Foley Beach, the Archbishop of the Anglican Church in North America, who is also the head of the Global Anglican Future Conference (GAFCON), an Anglican realignment movement, expressed disappointment, saying he will be meeting 1,1000 Anglican church leaders in Rwanda in April to “make a decision” about the Church of England. “The decision taken by the General Synod of the Church of England and the explanations given are clear indications that the Church of England is moving a step at a time to fully accept the practice of homosexuality as part of the life and practice of the English Church,” the statement read. “We have lived through this with other Western Anglican Provinces that continually wavered on the ‘faith once delivered’ (Jude 3) and now outright deny the doctrine of biblical anthropology regarding gender identity and moral behavior.” Bishop Beach added that the scriptures have been clear on human sexuality through the centuries, and the majority of Anglicans around the world have concluded the same, “and yet, now, the Church of England has authorized the blessing of sin and declared that sin is no longer sin.” “We shall now have to make a decision about the Church of England,” the statement declared. “In April the Gafcon Primates will be hosting over 1,100 participants in GAFCON IV in Kigali, Rwanda. In collaboration with the Global South Fellowship of Anglicans (GSFA), we shall have more to say and do about these matters. Please come, and we’ll make room at the table for you,” the statement read. The Anglican Church of Rwanda is one of the churches that has ties with the GAFCON movement which describes itself as “a global family of authentic Anglicans standing together to retain and restore the Bible to the heart of the Anglican Communion.” It is associated with some 85 million Christians in the worldwide Anglican Communion spread across 40 regional churches, known as Provinces. The New Times tried to reach out to the leaders of the Anglican church in Rwanda for their reaction concerning the Church of England’s recent moves, but all efforts were futile at the time of publication. Meanwhile, some churches are already starting to issue their reactions in regard to the Church of England’s move. Here for instance, the Anglican Church of Uganda released a detailed statement calling out the Church of England for changing the Biblical doctrine of marriage."
34,University of Kigali explains delay of 7th graduation event,https://www.newtimes.co.rw/article/4901/news/tourism/photos-ten-places-you-must-visit-in-kigali,"The management of the University of Kigali has come out to clarify the reasons behind the postponement of their seventh graduation ceremony, which had earlier been slated for December 2, 2022. Speaking to The New Times, Felix Maringe, the university’s Vice Chancellor said that the delay arose from a statutory requirement by the Higher Education Council obliging Higher Learning Institutions to submit for verification all graduating students before they can be conferred upon their degrees. “University of Kigali is undergoing this process and upon completion which is expected in a very near future, a new date for graduation will be communicated to the students and other respective stakeholders,” said the Vice Chancellor. He added: “As a compliant entity, the University of Kigali since its inception has always held its graduation ceremonies after HEC’s complete verification and approval and will continue to do so.” Over 1,800 students from the private university were supposed to graduate in different disciplines and had earlier said that the graduation was called off without any reason given to them. Students who spoke to The New Times had earlier said the university did not communicate reasons for the postponement or give them the next date for graduation. One of the students, Charles Gakwerere who is also a former president of the students’ guild said, “I tried getting information on what happened since everything was ready, but no one gave me feedback.” The university last held its graduation in December 2021, where over 2,000 graduands were conferred upon their degrees in a highly attended ceremony held at Kigali Arena."
35,Kagame hosts global vaccine body boss ,https://www.newtimes.co.rw/article/4834/news/rwanda/kagame-hosts-global-vaccine-body-boss,"The prosperity and high quality of life for all Rwandans, is what the Vision 2050 seeks to achieve, as per the document for this national strategy for transformation. Among other aims, Rwanda has targets to eliminate poverty, from the 38 per cent rate in 2017. According to the Vision 2050 document, the overarching goals for this Vision include economic growth and prosperity. Here, Rwanda aspires to become an upper-middle income country by 2035, where the target is to realise a gross domestic product (GDP) per capita of over $4,036 (over Rwf4.3 million based on the current exchange rates); and a high-income country by 2050, with GDP per capita of over $12,476 (over 13.4 million). Data from the International Monetary Fund indicate that Rwanda’s annual Gross Domestic Product (GDP) per capita was $912.74 (about Rwf985,000, based on the current exchange rates), as of 2022. The GDP targets imply that the average income per Rwandan will be over four times, and over 13 times the current one by 2035 and 2050, respectively. In an interview with The New Times, (TNT) Nicolas Rwaka, Director of Research at the Chancellery for Heroes, National Orders and Decorations of Honour (CHENO), talked about heroism and why it is important to the realisation of Vision 2050 targets, underscoring the role of unity, transparency to that end. Here are excerpts: TNT: Considering heroism in the context of Rwanda, what is its significance to the country? Rwaka: Heroism is among the great values that are important to the country’s existence and development. It contributed to building Rwanda since its creation, because a country without those who sacrifice their lives for it goes extinct. It is the heroic value that has been getting our country rid of calamities, because there were people who risked their lives for the benefit of the public. TNT: Rwanda seeks to become an upper-middle income country by 2035, and a high-income country by 2050. What role does heroism have in regards to achieving that target? Rwaka: The first contribution is through mindset change, because we instil heroism values in people with a view to change mentality in terms of behaviours, morals, and the way they act. Mindset change is needed to ensure that Rwandans move with the country’s vision, and help the Government to realise it. We will continue to teach them heroism, so that they are characterised by the value of being punctual, and deliver good service and quality work. As work is crucial to a person’s life, we also want the value of quality work. If we have Rwandans who work well, for the interests of the public. For the development of their country, we will be assured that we will have quality work in the Vision 2050. TNT: Corruption has been, and continues to be, a threat to inclusive development, as it deprives some people of their rights to crucial support, while allowing unfair benefits to others. How can heroism contribute to addressing such an issue towards Vision 2050 goal attainment? Rwaka: Among the values that we teach in heroism, there is avoiding all those vices that derail the country’s development, including corruption and injustice. This is the case because heroism is intended for the development of the country. Therefore, we shun anything that is against that. That is why we put in place continuous awareness campaigns, either through radio and television, and set up cultural and heroism clubs in primary and secondary schools, so that our children grow up espousing heroic values, doing what is right and steer clear of what is wrong or evil. A person who loves their country – as one of the values of heroism – cannot tolerate a situation where people take bribes, where injustice is committed against people, where people are oppressed, or people remain in poverty. In the Vision 2050, we want that heroism value and the unity of Rwandans reign among all the categories of Rwandans. TNT: Which is the area where caution should be exercised, or should be given attention so that the envisaged heroism goal is achieved? Rwaka: The first thing that should be given attention is relentless efforts in teaching and encouraging people to uphold the Rwandan culture, especially heroic values. The reason for this is that if this is not done, we might backslide. The second thing to focus on is the culture of recognising and rewarding those who performed heroic deeds. That is why the people on which we carry out research, there are those who get decorations of honour because of their great deeds. Indeed, that should be integrated in our culture in order to recognise what is right, and condemn the wrong, because what devastated Rwanda is that [some] people let the wrong reign. Even, the genocide against the Tutsi [in 1994] occurred because there were people who endorsed the evil, instead of standing up against it. What is most important is that Rwandans, especially the youth, should emulate the good example given by the national heroes who founded Rwanda, and built it, such that we are honouring them up to now because of their deeds. People should understand that they should serve their country instead of selfish interests. That would help Rwandans to make progress, and achieve the Vision 2050."
